name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-31T15:00:00,31.0,33.6,20.8,54.53,,,,,,,17.3,74,1004.2,25.0,10.0,977.0,3.5,10,,Partially cloudy,partly-cloudy-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-31T16:00:00,31.0,33.7,21.0,55.27,,,,,,,17.3,74,1004.0,25.0,10.0,773.0,2.8,8,,Partially cloudy,partly-cloudy-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-31T17:00:00,30.8,33.0,20.4,53.87,,,,,,,17.5,74,1003.0,25.0,10.0,313.0,1.1,3,,Partially cloudy,partly-cloudy-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-31T18:00:00,30.0,31.3,18.8,51.2,,,,,,,17.3,87,1002.0,,10.0,262.0,0.9,3,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-31T19:00:00,29.1,31.0,20.2,58.95,,,,,,,21.4,83,1002.2,,10.0,133.0,0.5,1,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-31T20:00:00,27.9,29.6,20.1,62.43,,,,,,,20.2,84,1003.0,,10.0,7.0,0.0,0,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-31T21:00:00,27.1,28.7,20.2,66.0,,,,,,,19.7,77,1003.0,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-31T22:00:00,27.2,28.7,20.0,64.88,,,,,,,15.1,85,1003.4,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-31T23:00:00,27.6,29.2,20.0,63.38,,,,,,,18.4,77,1003.4,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-01T00:00:00,27.8,28.8,18.3,56.41,,,,,,,19.1,79,1003.2,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-01T01:00:00,27.2,28.3,18.8,60.06,,,,,,,18.3,77,1002.4,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-01T02:00:00,26.9,28.2,19.2,62.53,,,,,,,14.3,62,1002.2,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-01T03:00:00,26.2,26.2,19.4,66.38,,,,,,,14.3,44,1001.4,25.0,10.0,,,0,,Partially cloudy,partly-cloudy-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-01T04:00:00,26.4,26.4,19.6,66.42,,,,,,,15.9,25,1001.2,35.7,9.6,,,0,,Partially cloudy,partly-cloudy-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-01T05:00:00,26.2,26.2,19.8,67.88,,,,,,,14.1,28,1000.7,57.1,10.0,,,0,,Partially cloudy,partly-cloudy-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-01T06:00:00,22.8,22.8,20.1,84.96,,,,,,35.3,15.9,298,1003.4,81.9,6.6,1.0,0.0,0,,Partially cloudy,partly-cloudy-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-01T07:00:00,23.0,23.0,18.9,77.52,,,,,,,17.3,305,1005.0,85.3,9.5,7.0,0.0,0,,Partially cloudy,partly-cloudy-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-01T08:00:00,22.4,22.4,17.3,72.7,,,,,,,10.4,309,1004.2,100.0,9.8,47.0,0.2,0,,Overcast,cloudy,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-01T09:00:00,23.4,23.4,16.6,65.71,,,,,,,12.0,289,1005.0,100.0,9.4,38.0,0.1,0,,Overcast,cloudy,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-01T10:00:00,22.4,22.4,18.2,77.24,,,,,,,6.3,299,1005.2,100.0,9.4,63.0,0.2,1,,Overcast,cloudy,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-01T11:00:00,23.0,23.0,18.7,76.65,,,,,,,7.4,274,1004.0,100.0,9.4,73.0,0.3,1,,Overcast,cloudy,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-01T12:00:00,23.0,23.0,18.3,75.32,,,,,,37.1,19.7,298,1005.4,100.0,9.4,56.0,0.2,1,,Overcast,cloudy,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-01T13:00:00,21.0,21.0,17.9,82.67,,,,,,45.5,26.4,298,1007.4,100.0,8.9,84.0,0.3,1,,Overcast,cloudy,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-01T14:00:00,20.2,20.2,18.8,91.55,,,,,,,23.1,1,1003.2,100.0,9.8,195.0,0.7,2,,Overcast,cloudy,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-01T15:00:00,22.1,22.1,18.6,80.37,,,,,,,14.8,18,1003.2,88.0,10.0,239.0,0.9,2,,Partially cloudy,partly-cloudy-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-01T16:00:00,23.3,23.3,18.8,75.95,,,,,,,16.1,7,1003.2,88.0,10.0,298.0,1.1,3,,Partially cloudy,partly-cloudy-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-01T17:00:00,23.1,23.1,18.6,75.64,,,,,,,11.6,357,1003.0,88.0,10.0,117.0,0.4,1,,Partially cloudy,partly-cloudy-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-01T18:00:00,23.2,23.2,18.6,75.36,,,,,,,9.5,14,1002.0,,10.0,118.0,0.4,1,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-01T19:00:00,23.4,23.4,18.6,74.54,,,,,,,11.5,58,1002.0,,10.0,119.0,0.4,1,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-01T20:00:00,23.2,23.2,19.3,79.01,,,,,,,9.1,360,1003.2,,10.0,16.0,0.1,0,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-01T21:00:00,21.8,21.8,19.0,83.91,,,,,,,6.2,21,1004.0,88.0,10.0,4.0,0.0,0,,Partially cloudy,partly-cloudy-night,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-01T22:00:00,21.3,21.3,18.8,85.76,,,,,,,2.9,343,1004.0,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-01T23:00:00,20.3,20.3,19.3,94.56,,,,,,,2.2,348,1004.4,,9.4,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-02T00:00:00,20.1,20.1,19.2,94.55,,,,,,,5.0,237,1004.0,,9.4,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-02T01:00:00,18.5,18.5,18.0,97.02,,,,,,,5.6,338,1004.0,,8.8,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-02T02:00:00,19.3,19.3,18.0,92.53,,,,,,,5.9,348,1004.0,25.0,9.8,,,0,,Partially cloudy,partly-cloudy-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-02T03:00:00,19.1,19.1,18.6,97.04,,,,,,,6.5,344,1004.0,25.0,9.8,,,0,,Partially cloudy,partly-cloudy-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-02T04:00:00,19.0,19.0,18.0,93.93,,,,,,,5.9,283,1004.0,,9.8,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-02T05:00:00,17.4,17.4,16.9,97.0,,,,,,,2.9,230,1004.0,,3.9,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-02T06:00:00,18.7,18.7,18.4,98.5,,,,,,,8.8,288,1005.0,69.5,2.8,12.0,0.0,0,,Partially cloudy,partly-cloudy-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-02T07:00:00,19.4,19.4,18.5,94.52,,,,,,,5.9,251,1005.4,88.0,3.6,95.0,0.3,1,,Partially cloudy,partly-cloudy-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-02T08:00:00,22.4,22.4,19.3,82.42,,,,,,,7.6,209,1005.2,,9.8,216.0,0.8,2,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-02T09:00:00,25.4,25.4,18.8,66.63,,,,,,,9.3,204,1005.2,,10.0,509.0,1.8,5,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-02T10:00:00,27.7,28.9,18.8,58.26,,,,,,,7.9,317,1006.0,,10.0,839.0,3.0,8,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-02T11:00:00,30.0,31.4,19.1,52.03,,,,,,,7.2,260,1005.8,,10.0,610.0,2.2,6,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-02T12:00:00,29.3,30.9,19.4,55.27,,,,,,,13.7,52,1005.2,,9.5,1179.0,4.2,10,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-02T13:00:00,31.1,31.8,17.8,44.93,,,,,,,14.6,40,1005.2,,10.0,,,0,,Clear,clear-day,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-02T14:00:00,30.6,31.1,17.4,45.19,,,,,,,15.0,35,1004.8,25.0,10.0,1200.0,4.3,10,,Partially cloudy,partly-cloudy-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-02T15:00:00,31.6,31.9,16.7,40.93,,,,,,,13.8,51,1004.0,25.0,10.0,1091.0,3.9,10,,Partially cloudy,partly-cloudy-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-02T16:00:00,32.0,31.6,15.1,35.99,,,,,,,15.8,69,1003.2,25.0,10.0,695.0,2.5,7,,Partially cloudy,partly-cloudy-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-02T17:00:00,31.1,30.9,15.5,38.95,,,,,,,12.5,75,1002.2,,10.0,467.0,1.7,5,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-02T18:00:00,31.6,31.6,16.0,38.87,,,,,,,10.0,59,1002.2,,10.0,358.0,1.3,4,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-02T19:00:00,30.2,31.3,18.4,49.3,,,,,,,10.4,38,1003.2,,10.0,220.0,0.8,2,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-02T20:00:00,28.3,30.0,20.1,60.92,,,,,,,10.8,48,1003.0,25.0,10.0,5.0,0.0,0,,Partially cloudy,partly-cloudy-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-02T21:00:00,27.3,28.9,20.1,64.91,,,,,,,12.0,57,1004.0,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-02T22:00:00,26.7,28.4,20.7,69.6,,,,,,,8.5,63,1005.0,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-02T23:00:00,26.2,26.2,20.3,70.02,,,,,,,5.9,126,1005.2,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-03T00:00:00,25.8,25.8,20.8,73.84,,,,,,,2.9,80,1006.0,25.0,10.0,,,0,,Partially cloudy,partly-cloudy-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-03T01:00:00,25.6,25.6,21.8,79.64,,,,,,,7.7,99,1006.4,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-03T02:00:00,24.9,24.9,19.9,73.86,,,,,,33.5,8.4,103,1006.4,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-03T03:00:00,24.8,24.8,17.7,64.51,,,,,,,3.6,150,1007.0,25.0,10.0,,,0,,Partially cloudy,partly-cloudy-night,"SAEZ,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-03T04:00:00,23.3,23.3,19.4,78.63,,,,,,,4.3,146,1007.0,25.0,10.0,,,0,,Partially cloudy,partly-cloudy-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-03T05:00:00,22.5,22.5,19.4,82.63,,,,,,,6.7,154,1007.0,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-03T06:00:00,23.3,23.3,18.9,76.33,,,,,,,5.4,109,1008.0,50.0,10.0,19.0,0.1,0,,Partially cloudy,partly-cloudy-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-03T07:00:00,25.4,25.4,21.3,77.99,,,,,,,11.4,78,1008.4,,10.0,101.0,0.4,1,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-03T08:00:00,27.3,29.9,22.4,74.47,,,,,,,12.9,74,1009.0,50.0,10.0,228.0,0.8,2,,Partially cloudy,partly-cloudy-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-03T09:00:00,28.7,31.0,21.0,63.16,,,,,,,8.9,75,1009.0,50.0,10.0,506.0,1.8,5,,Partially cloudy,partly-cloudy-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-03T10:00:00,29.6,32.5,21.6,61.98,,,,,,,13.6,53,1009.0,,10.0,633.0,2.3,6,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-03T11:00:00,30.6,33.4,21.3,57.52,,,,,,,8.0,39,1008.2,,10.0,606.0,2.2,6,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-03T12:00:00,32.2,34.1,19.6,47.46,,,,,,,7.9,80,1007.2,,10.0,348.0,1.3,3,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-03T13:00:00,34.2,36.3,19.5,42.1,,,,,,,10.5,84,1007.0,25.0,10.0,,,0,,Partially cloudy,partly-cloudy-day,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-03T14:00:00,33.3,34.7,18.5,41.41,,,,,,,9.6,22,1006.2,32.3,10.0,1072.0,3.9,10,,Partially cloudy,partly-cloudy-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-03T15:00:00,34.3,36.3,19.1,40.82,,,,,,,12.5,57,1005.8,50.0,10.0,1092.0,3.9,10,,Partially cloudy,partly-cloudy-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-03T16:00:00,34.5,36.1,18.6,39.12,,,,,,,15.0,43,1005.2,29.5,10.0,855.0,3.1,9,,Partially cloudy,partly-cloudy-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-03T17:00:00,34.3,36.4,19.3,41.28,,,,,,,18.7,55,1004.2,29.5,10.0,491.0,1.8,5,,Partially cloudy,partly-cloudy-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-03T18:00:00,32.8,34.4,19.1,44.59,,,,,,,19.6,55,1003.8,35.5,10.0,337.0,1.2,3,,Partially cloudy,partly-cloudy-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-03T19:00:00,30.4,33.1,21.0,57.34,,,,,,,22.9,66,1004.0,,10.0,201.0,0.7,2,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-03T20:00:00,28.3,31.0,21.8,67.88,,,,,,,20.0,75,1004.2,,10.0,9.0,0.0,0,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-03T21:00:00,27.9,30.3,21.5,67.9,,,,,,,20.8,80,1004.0,,10.0,1.0,0.0,0,,Clear,clear-night,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-03T22:00:00,27.1,29.4,22.1,73.9,,,,,,,15.1,72,1004.2,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2022-01-03T23:00:00,27.4,29.8,22.0,72.59,,,,,,,13.9,57,1004.0,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
